recording_id,segment_id,signer_id,split,length_bucket,estimated_duration_seconds,session_id,recording_date,take_number,status,actual_duration_seconds,q_motion_blur_ok,q_framing_full_signing_space,q_fps_ge_25,q_lighting_ok,q_resolution_ge_1080p,video_path,notes
VSL_SEG_000291,r2_lichsu_012,SIGNER_04,train,standard,73,,,,pending,,,,,,,,
VSL_SEG_000292,r3_lichsu_002,SIGNER_01,train,hard,99,,,,pending,,,,,,,,
VSL_SEG_000293,r3_lichsu_003,SIGNER_07,train,hard,83,,,,pending,,,,,,,,
VSL_SEG_000294,r3_lichsu_004,SIGNER_07,train,hard,75,,,,pending,,,,,,,,
VSL_SEG_000295,r3_lichsu_005,SIGNER_06,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000296,r3_lichsu_006,SIGNER_08,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000297,r3_lichsu_007,SIGNER_01,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000298,r3_lichsu_008,SIGNER_01,train,hard,87,,,,pending,,,,,,,,
VSL_SEG_000299,r3_lichsu_009,SIGNER_04,train,hard,104,,,,pending,,,,,,,,
VSL_SEG_000300,r3_lichsu_011,SIGNER_03,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000301,r3_lichsu_012,SIGNER_02,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000302,r3b_lichsu_001,SIGNER_05,train,hard,106,,,,pending,,,,,,,,
VSL_SEG_000303,r3b_lichsu_002,SIGNER_02,train,hard,107,,,,pending,,,,,,,,
VSL_SEG_000304,r3b_lichsu_003,SIGNER_01,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000305,r3b_lichsu_004,SIGNER_08,train,hard,109,,,,pending,,,,,,,,
VSL_SEG_000306,r3b_lichsu_005,SIGNER_04,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000307,r3b_lichsu_006,SIGNER_04,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000308,r3b_lichsu_007,SIGNER_02,train,hard,109,,,,pending,,,,,,,,
VSL_SEG_000309,r3b_lichsu_008,SIGNER_03,train,hard,109,,,,pending,,,,,,,,
VSL_SEG_000310,r3b_lichsu_009,SIGNER_06,train,hard,107,,,,pending,,,,,,,,
VSL_SEG_000311,r3b_lichsu_010,SIGNER_04,train,hard,109,,,,pending,,,,,,,,
VSL_SEG_000312,r3b_lichsu_011,SIGNER_05,train,hard,106,,,,pending,,,,,,,,
VSL_SEG_000313,r3b_lichsu_012,SIGNER_03,train,hard,106,,,,pending,,,,,,,,
VSL_SEG_000314,r4_lichsu_001,SIGNER_04,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000315,r4_lichsu_002,SIGNER_04,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000316,r4_lichsu_003,SIGNER_08,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000317,r4_lichsu_004,SIGNER_06,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000318,r4_lichsu_005,SIGNER_01,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000319,stt13906,SIGNER_03,train,standard,52,,,,pending,,,,,,,,
VSL_SEG_000320,r2_muasam_001,SIGNER_03,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000321,r2_muasam_003,SIGNER_04,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000322,r2_muasam_004,SIGNER_05,train,standard,65,,,,pending,,,,,,,,
VSL_SEG_000323,r2_muasam_005,SIGNER_02,train,hard,87,,,,pending,,,,,,,,
VSL_SEG_000324,r2_muasam_006,SIGNER_07,train,hard,83,,,,pending,,,,,,,,
VSL_SEG_000325,r2_muasam_008,SIGNER_07,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000326,r2_muasam_010,SIGNER_04,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000327,r2_muasam_011,SIGNER_02,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000328,r2_muasam_012,SIGNER_06,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000329,r3_muasam_001,SIGNER_03,train,hard,104,,,,pending,,,,,,,,
VSL_SEG_000330,r3_muasam_002,SIGNER_03,train,hard,96,,,,pending,,,,,,,,
VSL_SEG_000331,r3_muasam_003,SIGNER_05,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000332,r3_muasam_004,SIGNER_02,train,hard,91,,,,pending,,,,,,,,
VSL_SEG_000333,r3_muasam_005,SIGNER_06,train,hard,99,,,,pending,,,,,,,,
VSL_SEG_000334,r3_muasam_006,SIGNER_06,train,hard,84,,,,pending,,,,,,,,
VSL_SEG_000335,r3_muasam_007,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000336,r3_muasam_008,SIGNER_01,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000337,r3_muasam_009,SIGNER_07,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000338,r3_muasam_010,SIGNER_04,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000339,r3_muasam_011,SIGNER_02,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000340,r3_muasam_012,SIGNER_05,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000341,r4_muasam_001,SIGNER_06,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000342,r4_muasam_003,SIGNER_02,train,hard,102,,,,pending,,,,,,,,
VSL_SEG_000343,r4_muasam_005,SIGNER_08,train,hard,96,,,,pending,,,,,,,,
VSL_SEG_000344,r4_muasam_006,SIGNER_04,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000345,r2_mausac_001,SIGNER_06,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000346,r2_mausac_002,SIGNER_01,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000347,r2_mausac_003,SIGNER_07,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000348,r2_mausac_006,SIGNER_02,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000349,r2_mausac_009,SIGNER_08,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000350,r2_mausac_010,SIGNER_01,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000351,r2_mausac_011,SIGNER_04,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000352,r2_mausac_012,SIGNER_04,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000353,r3_mausac_001,SIGNER_06,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000354,r3_mausac_002,SIGNER_05,train,hard,108,,,,pending,,,,,,,,
VSL_SEG_000355,r3_mausac_003,SIGNER_04,train,hard,105,,,,pending,,,,,,,,
VSL_SEG_000356,r3_mausac_004,SIGNER_01,train,hard,87,,,,pending,,,,,,,,
VSL_SEG_000357,r3_mausac_005,SIGNER_06,train,hard,91,,,,pending,,,,,,,,
VSL_SEG_000358,r3_mausac_007,SIGNER_04,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000359,r3_mausac_008,SIGNER_01,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000360,r3_mausac_009,SIGNER_03,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000361,r3_mausac_010,SIGNER_07,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000362,r3_mausac_012,SIGNER_07,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000363,r4_mausac_001,SIGNER_08,train,standard,70,,,,pending,,,,,,,,
VSL_SEG_000364,r4_mausac_002,SIGNER_01,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000365,r4_mausac_003,SIGNER_04,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000366,r4_mausac_004,SIGNER_08,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000367,r4_mausac_005,SIGNER_08,train,hard,108,,,,pending,,,,,,,,
VSL_SEG_000368,r4_mausac_006,SIGNER_01,train,hard,83,,,,pending,,,,,,,,
VSL_SEG_000369,r4b_mausac_001,SIGNER_08,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000370,gf2_phuongtien_001,SIGNER_05,train,hard,90,,,,pending,,,,,,,,
VSL_SEG_000371,gf2_phuongtien_002,SIGNER_02,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000372,gf2_phuongtien_003,SIGNER_05,train,hard,77,,,,pending,,,,,,,,
VSL_SEG_000373,r2_phuongtien_001,SIGNER_04,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000374,r2_phuongtien_002,SIGNER_02,train,standard,54,,,,pending,,,,,,,,
VSL_SEG_000375,r2_phuongtien_003,SIGNER_01,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000376,r2_phuongtien_004,SIGNER_08,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000377,r2_phuongtien_005,SIGNER_08,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000378,r2_phuongtien_008,SIGNER_06,train,standard,70,,,,pending,,,,,,,,
VSL_SEG_000379,r2_phuongtien_009,SIGNER_01,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000380,r2_phuongtien_010,SIGNER_01,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000381,r2_phuongtien_011,SIGNER_05,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000382,r2_phuongtien_012,SIGNER_02,train,standard,73,,,,pending,,,,,,,,
VSL_SEG_000383,r3_phuongtien_002,SIGNER_04,train,hard,84,,,,pending,,,,,,,,
VSL_SEG_000384,r3_phuongtien_004,SIGNER_03,train,standard,71,,,,pending,,,,,,,,
VSL_SEG_000385,r3_phuongtien_005,SIGNER_04,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000386,r3_phuongtien_007,SIGNER_05,train,hard,75,,,,pending,,,,,,,,
VSL_SEG_000387,r3_phuongtien_008,SIGNER_07,train,hard,93,,,,pending,,,,,,,,
VSL_SEG_000388,r3_phuongtien_009,SIGNER_02,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000389,r3_phuongtien_010,SIGNER_06,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000390,r3_phuongtien_011,SIGNER_06,train,hard,102,,,,pending,,,,,,,,
VSL_SEG_000391,r3_phuongtien_012,SIGNER_06,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000392,r4_phuongtien_001,SIGNER_05,train,hard,110,,,,pending,,,,,,,,
VSL_SEG_000393,r4_phuongtien_002,SIGNER_07,train,hard,79,,,,pending,,,,,,,,
VSL_SEG_000394,r4_phuongtien_003,SIGNER_04,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000395,r4_phuongtien_004,SIGNER_02,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000396,r4_phuongtien_005,SIGNER_03,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000397,r4_phuongtien_006,SIGNER_03,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000398,gf_sothich_001,SIGNER_02,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000399,gf_sothich_002,SIGNER_08,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000400,gf_sothich_003,SIGNER_08,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000401,gf_sothich_004,SIGNER_02,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000402,r2_sothich_002,SIGNER_02,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000403,r2_sothich_004,SIGNER_08,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000404,r2_sothich_005,SIGNER_01,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000405,r2_sothich_006,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000406,r2_sothich_007,SIGNER_06,train,standard,61,,,,pending,,,,,,,,
VSL_SEG_000407,r2_sothich_008,SIGNER_06,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000408,r2_sothich_009,SIGNER_08,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000409,r2_sothich_010,SIGNER_02,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000410,r2_sothich_012,SIGNER_02,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000411,r3_sothich_002,SIGNER_02,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000412,r3_sothich_003,SIGNER_03,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000413,r3_sothich_004,SIGNER_06,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000414,r3_sothich_005,SIGNER_06,train,hard,95,,,,pending,,,,,,,,
VSL_SEG_000415,r3_sothich_006,SIGNER_08,train,hard,95,,,,pending,,,,,,,,
VSL_SEG_000416,r3_sothich_007,SIGNER_02,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000417,r3_sothich_008,SIGNER_07,train,hard,79,,,,pending,,,,,,,,
VSL_SEG_000418,r3_sothich_009,SIGNER_01,train,hard,104,,,,pending,,,,,,,,
VSL_SEG_000419,r3_sothich_011,SIGNER_02,train,hard,78,,,,pending,,,,,,,,
VSL_SEG_000420,r3_sothich_012,SIGNER_03,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000421,r4_sothich_002,SIGNER_01,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000422,r4_sothich_003,SIGNER_01,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000423,r4_sothich_004,SIGNER_04,train,hard,95,,,,pending,,,,,,,,
VSL_SEG_000424,r4_sothich_005,SIGNER_08,train,hard,99,,,,pending,,,,,,,,
VSL_SEG_000425,r4_sothich_006,SIGNER_06,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000426,d00200,SIGNER_04,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000427,d00221,SIGNER_04,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000428,gf2_suckhoe_001,SIGNER_04,train,hard,114,,,,pending,,,,,,,,
VSL_SEG_000429,gf2_suckhoe_002,SIGNER_04,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000430,gf2_suckhoe_003,SIGNER_03,train,hard,128,,,,pending,,,,,,,,
VSL_SEG_000431,gf_suckhoe_001,SIGNER_08,train,hard,111,,,,pending,,,,,,,,
VSL_SEG_000432,gf_suckhoe_002,SIGNER_05,train,hard,111,,,,pending,,,,,,,,
VSL_SEG_000433,gf_suckhoe_003,SIGNER_08,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000434,gf_suckhoe_004,SIGNER_05,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000435,gf_suckhoe_005,SIGNER_04,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000436,gf_suckhoe_006,SIGNER_01,train,hard,90,,,,pending,,,,,,,,
VSL_SEG_000437,gf_suckhoe_007,SIGNER_03,train,hard,112,,,,pending,,,,,,,,
VSL_SEG_000438,gf_suckhoe_008,SIGNER_05,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000439,gf_suckhoe_009,SIGNER_06,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000440,gf_suckhoe_010,SIGNER_06,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000441,gf_suckhoe_011,SIGNER_03,train,hard,91,,,,pending,,,,,,,,
VSL_SEG_000442,gf_suckhoe_012,SIGNER_01,train,hard,104,,,,pending,,,,,,,,
VSL_SEG_000443,r2_suckhoe_002,SIGNER_02,train,standard,65,,,,pending,,,,,,,,
VSL_SEG_000444,r2_suckhoe_003,SIGNER_02,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000445,r2_suckhoe_004,SIGNER_08,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000446,r2_suckhoe_005,SIGNER_06,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000447,r2_suckhoe_008,SIGNER_05,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000448,r2_suckhoe_009,SIGNER_08,train,standard,67,,,,pending,,,,,,,,
VSL_SEG_000449,r2_suckhoe_010,SIGNER_01,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000450,r2_suckhoe_012,SIGNER_07,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000451,r3_suckhoe_001,SIGNER_01,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000452,r3_suckhoe_002,SIGNER_05,train,hard,93,,,,pending,,,,,,,,
VSL_SEG_000453,r3_suckhoe_004,SIGNER_05,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000454,r3_suckhoe_006,SIGNER_07,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000455,r3_suckhoe_007,SIGNER_07,train,hard,103,,,,pending,,,,,,,,
VSL_SEG_000456,r3_suckhoe_008,SIGNER_06,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000457,r3_suckhoe_009,SIGNER_02,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000458,r3_suckhoe_010,SIGNER_06,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000459,r3_suckhoe_011,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000460,r3_suckhoe_012,SIGNER_03,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000461,r4_suckhoe_002,SIGNER_02,train,hard,95,,,,pending,,,,,,,,
VSL_SEG_000462,r4_suckhoe_003,SIGNER_03,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000463,r4_suckhoe_005,SIGNER_02,train,hard,95,,,,pending,,,,,,,,
VSL_SEG_000464,r4_suckhoe_006,SIGNER_06,train,hard,91,,,,pending,,,,,,,,
VSL_SEG_000465,r2_thiennhien_002,SIGNER_05,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000466,r2_thiennhien_003,SIGNER_01,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000467,r2_thiennhien_004,SIGNER_01,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000468,r2_thiennhien_005,SIGNER_07,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000469,r2_thiennhien_006,SIGNER_07,train,hard,87,,,,pending,,,,,,,,
VSL_SEG_000470,r2_thiennhien_007,SIGNER_05,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000471,r2_thiennhien_008,SIGNER_03,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000472,r2_thiennhien_009,SIGNER_06,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000473,r2_thiennhien_010,SIGNER_07,train,standard,73,,,,pending,,,,,,,,
VSL_SEG_000474,r2_thiennhien_011,SIGNER_04,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000475,r2_thiennhien_012,SIGNER_08,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000476,r3_thiennhien_001,SIGNER_02,train,hard,101,,,,pending,,,,,,,,
VSL_SEG_000477,r3_thiennhien_003,SIGNER_07,train,hard,83,,,,pending,,,,,,,,
VSL_SEG_000478,r3_thiennhien_005,SIGNER_03,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000479,r3_thiennhien_006,SIGNER_03,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000480,r3_thiennhien_007,SIGNER_07,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000481,r3_thiennhien_008,SIGNER_06,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000482,r3_thiennhien_009,SIGNER_06,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000483,r3_thiennhien_010,SIGNER_04,train,hard,78,,,,pending,,,,,,,,
VSL_SEG_000484,r3_thiennhien_011,SIGNER_05,train,hard,99,,,,pending,,,,,,,,
VSL_SEG_000485,r3_thiennhien_012,SIGNER_08,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000486,r4_thiennhien_001,SIGNER_06,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000487,r4_thiennhien_004,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000488,r4_thiennhien_005,SIGNER_02,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000489,r4_thiennhien_006,SIGNER_02,train,hard,102,,,,pending,,,,,,,,
VSL_SEG_000490,r4b_thiennhien_001,SIGNER_06,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000491,d01655,SIGNER_06,train,hard,79,,,,pending,,,,,,,,
VSL_SEG_000492,d01656,SIGNER_06,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000493,d01657,SIGNER_08,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000494,d01659,SIGNER_01,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000495,d01660,SIGNER_02,train,standard,61,,,,pending,,,,,,,,
VSL_SEG_000496,d01661,SIGNER_04,train,standard,71,,,,pending,,,,,,,,
VSL_SEG_000497,d01662,SIGNER_01,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000498,d01663,SIGNER_03,train,standard,61,,,,pending,,,,,,,,
VSL_SEG_000499,d01664,SIGNER_05,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000500,d01665,SIGNER_02,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000501,d01666,SIGNER_07,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000502,d01667,SIGNER_04,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000503,d01668,SIGNER_07,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000504,d01669,SIGNER_04,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000505,d01670,SIGNER_02,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000506,d01671,SIGNER_03,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000507,d01673,SIGNER_02,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000508,d01674,SIGNER_04,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000509,d01675,SIGNER_01,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000510,d01676,SIGNER_07,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000511,d01677,SIGNER_02,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000512,d01678,SIGNER_06,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000513,d01679,SIGNER_06,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000514,d01680,SIGNER_04,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000515,d01681,SIGNER_08,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000516,d01682,SIGNER_04,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000517,d01683,SIGNER_05,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000518,d01685,SIGNER_06,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000519,d01686,SIGNER_05,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000520,d01687,SIGNER_07,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000521,d01688,SIGNER_08,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000522,d01689,SIGNER_01,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000523,d01690,SIGNER_04,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000524,d01691,SIGNER_01,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000525,d01692,SIGNER_08,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000526,d01693,SIGNER_01,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000527,d01694,SIGNER_07,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000528,d01695,SIGNER_06,train,standard,67,,,,pending,,,,,,,,
VSL_SEG_000529,r2_thoitiet_003,SIGNER_03,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000530,r2_thoitiet_004,SIGNER_04,train,standard,61,,,,pending,,,,,,,,
VSL_SEG_000531,r2_thoitiet_005,SIGNER_03,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000532,r2_thoitiet_006,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000533,r2_thoitiet_009,SIGNER_08,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000534,r2_thoitiet_010,SIGNER_08,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000535,r2_thoitiet_012,SIGNER_04,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000536,r3_thoitiet_001,SIGNER_07,train,hard,102,,,,pending,,,,,,,,
VSL_SEG_000537,r3_thoitiet_002,SIGNER_01,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000538,r3_thoitiet_003,SIGNER_08,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000539,r3_thoitiet_004,SIGNER_03,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000540,r3_thoitiet_007,SIGNER_03,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000541,r3_thoitiet_008,SIGNER_07,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000542,r3_thoitiet_009,SIGNER_05,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000543,r3_thoitiet_011,SIGNER_07,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000544,r3_thoitiet_012,SIGNER_03,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000545,r4_thoitiet_001,SIGNER_07,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000546,r4_thoitiet_002,SIGNER_08,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000547,r4_thoitiet_004,SIGNER_02,train,hard,75,,,,pending,,,,,,,,
VSL_SEG_000548,r4_thoitiet_005,SIGNER_02,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000549,r4_thoitiet_006,SIGNER_03,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000550,r4b_thoitiet_001,SIGNER_01,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000551,d00036,SIGNER_03,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000552,d00037,SIGNER_03,train,standard,70,,,,pending,,,,,,,,
VSL_SEG_000553,d00038,SIGNER_02,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000554,d00039,SIGNER_03,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000555,d00040,SIGNER_05,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000556,d00042,SIGNER_02,train,standard,61,,,,pending,,,,,,,,
VSL_SEG_000557,d00043,SIGNER_02,train,standard,61,,,,pending,,,,,,,,
VSL_SEG_000558,d00044,SIGNER_07,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000559,d00045,SIGNER_05,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000560,d00046,SIGNER_06,train,standard,63,,,,pending,,,,,,,,
VSL_SEG_000561,d00047,SIGNER_01,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000562,d00048,SIGNER_02,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000563,d00049,SIGNER_06,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000564,d00050,SIGNER_04,train,standard,63,,,,pending,,,,,,,,
VSL_SEG_000565,d00051,SIGNER_05,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000566,d00052,SIGNER_04,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000567,d00053,SIGNER_02,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000568,d00054,SIGNER_04,train,standard,70,,,,pending,,,,,,,,
VSL_SEG_000569,d00055,SIGNER_01,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000570,d00056,SIGNER_03,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000571,d00057,SIGNER_08,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000572,d00058,SIGNER_05,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000573,d00059,SIGNER_03,train,standard,52,,,,pending,,,,,,,,
VSL_SEG_000574,d00060,SIGNER_04,train,standard,62,,,,pending,,,,,,,,
